GSM,GSE,Label,PubMed ID,Release Date,In Situ Site,Disease,Total Reads,High-Quality Reads,FRiP,Num Peaks,motif_ov_ratio
GSM5737226,GSE190989,mESC,35145304,2/6/22,Embryonic Stem Cell,,30978023,12238695,0.145,45915,0.934
GSM5737227,GSE190989,motor_neuron,35145304,2/6/22,Motor Neuron,,19676352,9222214,0.103,30895,0.9282
GSM5737228,GSE190989,motor_neuron,35145304,2/6/22,Motor Neuron,,38306526,12388889,0.22,50336,0.8723
GSM5737229,GSE190989,motor_neuron,35145304,2/6/22,Motor Neuron,,38978333,11266657,0.204,45210,0.8886
GSM5740052,GSE191146,thymus,,12/28/21,Thymus,,31871519,19780575,0.029,18358,0.9589
GSM5740053,GSE191146,skin,,12/28/21,Skin,,66663503,32207438,0.034,22254,0.9278
GSM5746731,GSE192426,E14,35145304,2/6/22,Embryonic Stem Cell,,13359065,5017034,0.157,38274,0.9452
GSM5746732,GSE192426,mESC,35145304,2/6/22,Embryonic Stem Cell,,15492727,5823357,0.129,36458,0.9462
GSM5746733,GSE192426,mESC,35145304,2/6/22,Embryonic Stem Cell,,17025688,6377375,0.116,34916,0.9514
GSM5746734,GSE192426,mESC,35145304,2/6/22,Embryonic Stem Cell,,17167425,6065721,0.144,38678,0.9444
GSM5746735,GSE192426,motor_neuron,35145304,2/6/22,Motor Neuron,,16733629,9329874,0.073,25501,0.939
GSM5746736,GSE192426,motor_neuron,35145304,2/6/22,Motor Neuron,,19794814,9089891,0.14,34902,0.9177
GSM5746737,GSE192426,motor_neuron,35145304,2/6/22,Motor Neuron,,18488305,9134333,0.059,22888,0.9487
GSM5746738,GSE192426,motor_neuron,35145304,2/6/22,Motor Neuron,,16223735,7514828,0.086,25251,0.9437
GSM5819295,GSE193728,E14_MEF,,1/17/22,Embryonic Fibroblast,,148927382,55986787,0.114,55954,0.6106
GSM5819320,GSE193728,E14_MEF,,1/17/22,Embryonic Fibroblast,,128534858,28169179,0.082,25038,0.945
GSM5819321,GSE193728,E14_MEF,,1/17/22,Embryonic Fibroblast,,92478226,24009665,0.27,47410,0.9117
GSM5819346,GSE193728,E14_MEF,,1/17/22,Embryonic Fibroblast,,105334720,22890947,0.259,46586,0.9089
GSM5819347,GSE193728,E14_MEF,,1/17/22,Embryonic Fibroblast,,129484164,25854981,0.335,56765,0.9014
GSM5819376,GSE193728,E14_MEF,,1/17/22,Embryonic Fibroblast,,114470972,33866471,0.288,55837,0.8954
GSM5819377,GSE193728,E14_MEF,,1/17/22,Embryonic Fibroblast,,96162148,34468198,0.17,42575,0.9182
GSM5828339,GSE194114,distal_forelimb,35715427,5/17/22,Distal Forelimb,,181140348,55709702,0.116,55948,0.8716
GSM5828340,GSE194114,proximal_forelimb,35715427,5/17/22,Proximal Forelimb,,189433084,60441794,0.108,55666,0.8773
GSM5831926,GSE194268,mESC,38071364,11/10/23,Embryonic Stem Cell,,35635644,15077223,0.021,9621,0.9494
GSM5831927,GSE194268,mESC,38071364,11/10/23,Embryonic Stem Cell,,57620164,24367990,0.022,12884,0.9499
GSM5835468,GSE195592,E10.5_posterior_trunk,35770682,6/20/22,Posterior Trunk,,213359147,124015551,0.149,95338,0.7491
GSM5861604,GSE196170,spinal_motor_neuron,35585070,2/7/22,Spinal Motor Neuron,,40360552,10252657,0.152,21634,0.9107
GSM5905303,GSE196942,liver,38153160,12/11/23,Liver,,44915044,26318366,0.41,84375,0.8098
GSM5905304,GSE196942,liver,38153160,12/11/23,Liver,,44437111,26828026,0.416,82807,0.8049
GSM5905305,GSE196942,liver,38153160,12/11/23,Liver,,38523041,21011664,0.454,78418,0.811
GSM5905306,GSE196942,liver,38153160,12/11/23,Liver,,37466964,22090497,0.413,74676,0.8152
GSM5905307,GSE196942,liver,38153160,12/11/23,Liver,,33715619,20090573,0.423,72132,0.8432
GSM5905308,GSE196942,liver,38153160,12/11/23,Liver,,44740956,24628310,0.437,81018,0.8215
GSM5905309,GSE196942,liver,38153160,12/11/23,Liver,,42487851,23496171,0.441,79678,0.8104
GSM5905310,GSE196942,liver,38153160,12/11/23,Liver,,43204747,23396548,0.426,77213,0.8181
GSM5924099,GSE197629,E11.5_distal_limb_bud,35817979,5/5/22,Distal Limb Bud,,58028751,8826457,0.358,52827,0.8908
GSM5963438,GSE199059,CD69-_CD4+_CD8+_thymocyte,36182691;37591842,8/15/22,Thymus,,39231990,23560754,0.041,24185,0.9378
GSM6009009,GSE200114,e12.5_craniofacial_prominence,39681766,9/2/24,craniofacial prominence,,18799783,14493867,0.103,35744,0.9201
GSM6009010,GSE200114,e12.5_craniofacial_prominence,39681766,9/2/24,craniofacial prominence,,22228520,16813184,0.087,34578,0.9185
GSM6009011,GSE200114,e12.5_limb,39681766,9/2/24,Limb,,20105872,15478636,0.066,30249,0.9354
GSM6009012,GSE200114,e12.5_limb,39681766,9/2/24,Limb,,18120103,14126062,0.098,33397,0.9255
GSM6009014,GSE200114,e12.5_liver,39681766,9/2/24,Liver,,20126906,15020892,0.087,30230,0.9396
GSM6009015,GSE200114,e12.5_midbrain,39681766,9/2/24,Midbrain,,19144723,14563961,0.084,32410,0.9269
GSM6009016,GSE200114,e12.5_midbrain,39681766,9/2/24,Midbrain,,17110627,12880985,0.102,34144,0.9229
GSM6009017,GSE200114,e12.5_neural_tube,39681766,9/2/24,Neural Tube,,21976087,17282269,0.073,31350,0.9254
GSM6009018,GSE200114,e12.5_neural_tube,39681766,9/2/24,Neural Tube,,19920149,15864927,0.072,28927,0.9374
GSM6009019,GSE200114,e12.5_forebrain,39681766,9/2/24,Forebrain,,23230951,17649396,0.081,32892,0.9345
GSM6009020,GSE200114,e12.5_forebrain,39681766,9/2/24,Forebrain,,17543149,13640908,0.091,31761,0.9259
GSM6009021,GSE200114,e13.5_forebrain,39681766,9/2/24,Forebrain,,20671601,16327945,0.103,34707,0.926
GSM6009022,GSE200114,e13.5_forebrain,39681766,9/2/24,Forebrain,,18092964,14387017,0.077,28887,0.9373
GSM6009023,GSE200114,e14.5_forebrain,39681766,9/2/24,Forebrain,,20281891,16411076,0.191,47978,0.9
GSM6009024,GSE200114,e14.5_forebrain,39681766,9/2/24,Forebrain,,43881694,35183182,0.213,49937,0.9067
GSM6009025,GSE200114,e16.5_forebrain,39681766,9/2/24,Forebrain,,55001448,41748547,0.076,30896,0.9359
GSM6009026,GSE200114,e16.5_forebrain,39681766,9/2/24,Forebrain,,45769020,37550008,0.138,39558,0.9063
GSM6009027,GSE200114,postnatal_forebrain,39681766,9/2/24,Forebrain,,171434636,92473951,0.122,60582,0.8732
GSM6042355,GSE192758,CD8+_T_cell,35882936,4/25/22,Spleen,,45283754,19409269,0.125,21643,0.5964
GSM6042356,GSE192758,CD8+_T_cell,35882936,4/25/22,Spleen,,30495602,14230640,0.041,8865,0.4772
GSM6042357,GSE192758,CD8+_T_cell,35882936,4/25/22,Spleen,,54196628,21673865,0.07,16518,0.5563
GSM6042358,GSE192758,CD8+_T_cell,35882936,4/25/22,Spleen,,60669522,19839647,0.124,22217,0.5959
GSM6042359,GSE192758,CD8+_T_cell,35882936,4/25/22,Spleen,,56127212,19443814,0.108,18536,0.6425
GSM6042360,GSE192758,CD8+_T_cell,35882936,4/25/22,Spleen,,48191498,11819682,0.39,31490,0.6578
GSM6042361,GSE192758,CD8+_T_cell,35882936,4/25/22,Spleen,,45859978,18468720,0.081,15316,0.6799
GSM6042362,GSE192758,CD8+_T_cell,35882936,4/25/22,Spleen,,55865688,20854238,0.145,22205,0.694
GSM6042363,GSE192758,CD8+_T_cell,35882936,4/25/22,Spleen,,62066718,22919904,0.152,24619,0.616
GSM6042364,GSE192758,CD8+_T_cell,35882936,4/25/22,Spleen,,46858388,21162672,0.078,16050,0.5809
GSM6042365,GSE192758,CD8+_T_cell,35882936,4/25/22,Spleen,,55684728,21961125,0.086,17843,0.5946
GSM6042366,GSE192758,CD8+_T_cell,35882936,4/25/22,Spleen,,46223056,13054034,0.126,18285,0.5882
GSM6042367,GSE192758,CD8+_T_cell,35882936,4/25/22,Spleen,,37614856,13338007,0.064,11134,0.6075
GSM6042368,GSE192758,CD8+_T_cell,35882936,4/25/22,Spleen,,43989822,17623608,0.059,12376,0.578
GSM6042369,GSE192758,CD8+_T_cell,35882936,4/25/22,Spleen,,54172478,12815489,0.095,13622,0.6777
GSM6042370,GSE192758,CD8+_T_cell,35882936,4/25/22,Spleen,,57523014,13576672,0.109,15458,0.6953
GSM6133692,GSE197926,liver,38062027,10/20/23,Liver,,118727702,56769007,0.145,39717,0.9085
GSM6133693,GSE197926,liver,38062027,10/20/23,Liver,,219946134,113673779,0.269,69406,0.8209
GSM6161363,GSE203189,placenta,35614060,5/24/22,Placenta,,42113859,15632911,0.008,7236,0.9579
GSM6161369,GSE203189,placenta,35614060,5/24/22,Placenta,,42363190,16395703,0.01,8296,0.9586
GSM6161371,GSE203189,placenta,35614060,5/24/22,Placenta,,28763024,12059941,0.03,16087,0.9535
GSM6161372,GSE203189,placenta,35614060,5/24/22,Placenta,,34877788,14380175,0.007,5630,0.9575
GSM6166453,GSE203322,LK,38102116,10/31/23,Bone Marrow,,53270342,18142115,0.23,37140,0.9058
GSM6166458,GSE203322,LK,38102116,10/31/23,Bone Marrow,,52433326,16495553,0.142,28735,0.9301
GSM6202871,GSE204946,CD4+_T_cell,37040761,3/1/23,Lymph Node,,22161360,9577314,0.17,29528,0.8618
GSM6204859,GSE205083,KLRG_high_CD127_low_T_cell,37040762,4/20/23,Spleen,,19346592,9149778,0.019,8877,0.9682
GSM6204865,GSE205083,KLRG_low_CD127_high_T_cell,37040762,4/20/23,Spleen,,17849699,6451255,0.021,8669,0.9644
GSM6204867,GSE205083,KLRG_low_CD127_high_T_cell,37040762,4/20/23,Spleen,,16264547,10607380,0.014,8751,0.9675
GSM6204868,GSE205083,KLRG_low_CD127_high_T_cell,37040762,4/20/23,Spleen,,16189438,10517074,0.014,8742,0.9675
GSM6204873,GSE205083,spleen,37040762,4/20/23,Spleen,,26483600,5945277,0.032,10165,0.9489
GSM6204875,GSE205083,spleen,37040762,4/20/23,Spleen,,14477291,9428806,0.011,7242,0.9676
GSM6204876,GSE205083,spleen,37040762,4/20/23,Spleen,,14702351,9601925,0.012,7391,0.9668
GSM6208874,GSE205233,MEF,36513698,12/13/22,Embryonic Fibroblast,,47132886,28087242,0.295,95631,0.8979
GSM6208876,GSE205233,MEF,36513698,12/13/22,Embryonic Fibroblast,,60013776,41426917,0.068,41634,0.9267
GSM6208878,GSE205233,MEF,36513698,12/13/22,Embryonic Fibroblast,,46548351,29937511,0.22,87390,0.9092
GSM6208880,GSE205233,MEF,36513698,12/13/22,Embryonic Fibroblast,,47373616,31935533,0.06,35955,0.9354
GSM6226239,GSE205783,mESC,37322110,4/28/23,Embryonic Stem Cell,,148220478,98960540,0.17,57308,0.9009
GSM6226240,GSE205783,mESC,37322110,4/28/23,Embryonic Stem Cell,,96187732,72559406,0.266,63834,0.8651
GSM6276531,GSE207058,NIH-3T3,38297316,1/3/24,Embryonic Fibroblast,,74472733,38831595,0.138,56416,0.9065
GSM6276532,GSE207058,NIH-3T3,38297316,1/3/24,Embryonic Fibroblast,,70081838,25298418,0.31,84332,0.8766
GSM6276533,GSE207058,NIH-3T3,38297316,1/3/24,Embryonic Fibroblast,,20982146,10116339,0.117,35368,0.9497
GSM6276534,GSE207058,NIH-3T3,38297316,1/3/24,Embryonic Fibroblast,,62258576,29450633,0.015,15161,0.9715
GSM6280759,GSE207166,mESC,38613389,3/28/24,Embryonic Stem Cell,,211826692,126178877,0.156,73093,0.8807
GSM6280762,GSE207166,mESC,38613389,3/28/24,Embryonic Stem Cell,,218519512,122847333,0.247,83130,0.8495
GSM6304201,GSE207640,naive_B_cell,36852270,2/10/23,Spleen,,33394859,22338681,0.299,46496,0.8676
GSM6304202,GSE207640,naive_B_cell,36852270,2/10/23,Spleen,,32071213,21266121,0.2,38335,0.8836
GSM6304203,GSE207640,naive_B_cell,36852270,2/10/23,Spleen,,23921520,15313072,0.053,19320,0.9483
GSM6307685,GSE207692,liver,37416476,7/4/23,Liver,,55249169,32225585,0.251,67131,0.8106
GSM6307686,GSE207692,liver,37416476,7/4/23,Liver,,59999066,32771326,0.198,56115,0.8295
GSM6307687,GSE207692,liver,37416476,7/4/23,Liver,,59184424,29439083,0.322,75268,0.7923
GSM6307688,GSE207692,liver,37416476,7/4/23,Liver,,54030028,31027371,0.105,37401,0.8358
GSM6307689,GSE207692,liver,37416476,7/4/23,Liver,,54199513,32317183,0.057,28090,0.9172
GSM6307690,GSE207692,liver,37416476,7/4/23,Liver,,60720693,34557158,0.087,35661,0.8765
GSM634247,GSE25777,R1,21589869,5/19/11,Embryonic Stem Cell,,12172879,8513532,0.039,18461,0.7925
GSM6438674,GSE210817,neuron,38062010,10/31/23,Cortex,,97766808,10030928,0.153,25081,0.9032
GSM6438675,GSE210817,neuron,38062010,10/31/23,Cortex,,82930998,8520337,0.146,22704,0.9101
GSM6438676,GSE210817,neuron,38062010,10/31/23,Cortex,,97897924,11502456,0.154,26148,0.9014
GSM6438677,GSE210817,neuron,38062010,10/31/23,Cortex,,70585614,7672199,0.135,20639,0.9099
GSM6438678,GSE210817,neuron,38062010,10/31/23,Cortex,,17709010,8573654,0.231,30959,0.9007
GSM6438679,GSE210817,neuron,38062010,10/31/23,Cortex,,19905386,9644009,0.238,32857,0.8987
GSM6438680,GSE210817,neuron,38062010,10/31/23,Cortex,,25606384,11697213,0.075,18209,0.9309
GSM6438681,GSE210817,neuron,38062010,10/31/23,Cortex,,18633878,8325147,0.166,24907,0.9129
GSM644975,GSE26257,RAG1KO_pro_b_cell,21606361,6/7/11,Bone marrow,,3340940,1175607,0.212,21472,0.9575
GSM6505196,GSE211904,E10.5_cranial_neural_crest_cell,37277355,4/27/23, Cranial Neural Crest Cell,,74088964,42162552,0.32,99005,0.8172
GSM6505197,GSE211904,E10.5_cranial_neural_crest_cell,37277355,4/27/23, Cranial Neural Crest Cell,,51580060,28573915,0.353,89649,0.8244
GSM6510239,GSE212151,MEF,36424654,1/26/23,Embryonic Fibroblast,,66759027,44339978,0.186,66841,0.8887
GSM6605809,GSE214438,RAG2KO_pro_B_cell_old,38866970;39602533,3/1/24,Bone Marrow,,36152000,26108201,0.114,38899,0.9146
GSM6605810,GSE214438,RAG2KO_pro_B_cell_old,38866970;39602533,3/1/24,Bone Marrow,,38403295,23831781,0.285,61323,0.8028
GSM6605817,GSE214438,RAG2KO_pro_B_cell_young,38866970;39602533,3/1/24,Bone Marrow,,35139722,25371666,0.175,48808,0.8899
GSM6605818,GSE214438,RAG2KO_pro_B_cell_young,38866970;39602533,3/1/24,Bone Marrow,,35386844,22723900,0.305,65396,0.8471
GSM6614265,GSE214692,E18.5_brain,38951485;39682078,5/5/24,Brain,,51372526,26325177,0.116,31865,0.9158
GSM6614267,GSE214692,E18.5_heart,38951485;39682078,5/5/24,Heart,,82975844,22059939,0.043,17715,0.9447
GSM6614269,GSE214692,E18.5_lung,38951485;39682078,5/5/24,Lung,,54267486,19844222,0.174,34082,0.9178
GSM6625226,GSE215181,Th1,,5/1/24,Spleen,,30505683,20991496,0.023,16982,0.9588
GSM6625227,GSE215181,Th1,,5/1/24,Spleen,,32967547,22311214,0.02,15291,0.9553
GSM672400,GSE27215,CD4+_CD8+_T_cell,21349430;21552207,2/11/11,Not Stated,,37550128,6641477,0.142,16268,0.9146
GSM672401,GSE27215,RAG2KO_pro_B_cell,21349430;21552207,2/11/11,Not Stated,,39784406,16158420,0.28,41143,0.9075
GSM672402,GSE27215,mature_B_cell,21349430;21552207,2/11/11,Not Stated,,39201910,16113395,0.24,28335,0.9203
GSM6732827,GSE218017,Th2,37285842,6/6/23,Not Stated,,60813704,36850512,0.239,54861,0.8641
GSM6732828,GSE218017,Th2,37285842,6/6/23,Not Stated,,131149814,100027809,0.401,66800,0.7772
GSM6732829,GSE218017,Th2,37285842,6/6/23,Not Stated,,73652791,43755007,0.257,59136,0.8683
GSM6732830,GSE218017,Th2,37285842,6/6/23,Not Stated,,131732312,107100259,0.337,72974,0.796
GSM6879754,GSE221519,small_pre_B_cell,37985858,8/31/23,Bone Marrow,,197483334,43435100,0.077,28118,0.9459
GSM6879755,GSE221519,small_pre_B_cell,37985858,8/31/23,Bone Marrow,,210732728,47055493,0.083,29604,0.9377
GSM6879756,GSE221519,small_pre_B_cell,37985858,8/31/23,Bone Marrow,,201923004,19980612,0.083,22986,0.9327
GSM6879757,GSE221519,small_pre_B_cell,37985858,8/31/23,Bone Marrow,,1910720108,26278498,0.079,24723,0.9315
GSM6946683,GSE204946,CD4+_T_cell,37040761,3/1/23,Lymph Node,,46670084,27187376,0.067,21317,0.9197
GSM6946684,GSE204946,CD4+_T_cell,37040761,3/1/23,Lymph Node,,123277548,57821789,0.057,24873,0.8833
GSM6946685,GSE204946,CD4+_T_cell,37040761,3/1/23,Lymph Node,,88231652,36413690,0.098,27144,0.8979
GSM6946686,GSE204946,CD4+_T_cell,37040761,3/1/23,Lymph Node,,53899420,24100443,0.091,23829,0.916
GSM6946687,GSE204946,CD4+_T_cell,37040761,3/1/23,Lymph Node,,56668550,26219832,0.06,20245,0.933
GSM6946688,GSE204946,CD4+_T_cell,37040761,3/1/23,Lymph Node,,43494200,27026916,0.055,19406,0.9375
GSM6946709,GSE204946,CD4+_T_cell,37040761,3/1/23,Lymph Node,,40282254,16625905,0.081,19907,0.8822
GSM6946710,GSE204946,CD4+_T_cell,37040761,3/1/23,Lymph Node,,34514740,16228685,0.072,19040,0.8999
GSM6946711,GSE204946,CD4+_T_cell,37040761,3/1/23,Lymph Node,,62949322,27923918,0.072,23698,0.8617
GSM6946712,GSE204946,CD4+_T_cell,37040761,3/1/23,Lymph Node,,48086298,23388579,0.062,20391,0.9056
GSM6956440,GSE223453,R1,37256750;39009604,4/22/23,Embryonic Stem Cell,,32426534,23271189,0.169,40700,0.9291
GSM6956442,GSE223453,R1,37256750;39009604,4/22/23,Embryonic Stem Cell,,37802280,26869972,0.165,40479,0.9309
GSM6956444,GSE223453,R1,37256750;39009604,4/22/23,Embryonic Stem Cell,,45787030,32359897,0.155,42102,0.9134
GSM6956446,GSE223453,mESC,37256750;39009604,4/22/23,Embryonic Stem Cell,,41731156,29300400,0.135,44692,0.9163
GSM6956448,GSE223453,mESC,37256750;39009604,4/22/23,Embryonic Stem Cell,,34031804,24129688,0.116,39015,0.9234
GSM6956450,GSE223453,mESC,37256750;39009604,4/22/23,Embryonic Stem Cell,,35034876,24982573,0.112,39478,0.9232
GSM6964604,GSE223578,mESC,,1/24/23,Embryonic Stem Cell,,51413400,29629476,0.154,52936,0.9213
GSM6964605,GSE223578,mESC,,1/24/23,Embryonic Stem Cell,,53212398,34911989,0.089,43612,0.9287
GSM6964606,GSE223578,mESC,,1/24/23,Embryonic Stem Cell,,41168756,27781667,0.015,11774,0.9555
GSM6964607,GSE223578,EpiLC,,1/24/23,Epiblast-derived Stem Cell,,66133718,37223176,0.215,71017,0.9048
GSM6964608,GSE223578,EpiLC,,1/24/23,Epiblast-derived Stem Cell,,54491294,35754184,0.108,50154,0.9257
GSM6964609,GSE223578,EpiLC,,1/24/23,Epiblast-derived Stem Cell,,33986740,23385534,0.114,45629,0.9279
GSM6964610,GSE223578,mESC,,1/24/23,Embryonic Stem Cell,,49157246,32533556,0.015,13291,0.9556
GSM6964611,GSE223578,mESC,,1/24/23,Embryonic Stem Cell,,57383288,39149264,0.103,48562,0.9272
GSM6964612,GSE223578,mESC,,1/24/23,Embryonic Stem Cell,,61063086,39004968,0.093,47702,0.9282
GSM6964613,GSE223578,EpiLC,,1/24/23,Epiblast-derived Stem Cell,,61008650,39398561,0.111,52377,0.9183
GSM6964614,GSE223578,EpiLC,,1/24/23,Epiblast-derived Stem Cell,,75449360,50082618,0.134,60441,0.9089
GSM6964615,GSE223578,EpiLC,,1/24/23,Epiblast-derived Stem Cell,,66854626,45942066,0.108,55200,0.916
GSM6964616,GSE223578,mESC,,1/24/23,Embryonic Stem Cell,,52012370,36019700,0.011,10813,0.9613
GSM6964617,GSE223578,mESC,,1/24/23,Embryonic Stem Cell,,55988556,36137419,0.08,41821,0.9385
GSM6964618,GSE223578,mESC,,1/24/23,Embryonic Stem Cell,,150433238,94618265,0.07,50826,0.9349
GSM6964619,GSE223578,EpiLC,,1/24/23,Epiblast-derived Stem Cell,,69132092,43930771,0.141,59501,0.9293
GSM6964620,GSE223578,EpiLC,,1/24/23,Epiblast-derived Stem Cell,,55697718,37264831,0.02,17704,0.9562
GSM6964621,GSE223578,EpiLC,,1/24/23,Epiblast-derived Stem Cell,,76525958,42428472,0.049,33803,0.9483
GSM6964622,GSE223578,mESC,,1/24/23,Embryonic Stem Cell,,48747116,32223154,0.079,39046,0.9363
GSM6964623,GSE223578,mESC,,1/24/23,Embryonic Stem Cell,,60156270,20651936,0.096,39268,0.9352
GSM6964624,GSE223578,mESC,,1/24/23,Embryonic Stem Cell,,49695580,34285348,0.116,51782,0.9239
GSM6964625,GSE223578,EpiLC,,1/24/23,Epiblast-derived Stem Cell,,67120412,44956082,0.135,57223,0.91
GSM6964626,GSE223578,EpiLC,,1/24/23,Epiblast-derived Stem Cell,,55416832,36008160,0.149,59516,0.9051
GSM6964627,GSE223578,EpiLC,,1/24/23,Epiblast-derived Stem Cell,,57365680,38416454,0.133,54918,0.9183
GSM699165,GSE28247,E14,21685913,6/23/11,Embryonic Stem Cell,,17155797,10561884,0.576,85360,0.8638
GSM6998539,GSE223903,freshly_isolated_stem_cell,36800432,2/3/23,Skeletal Muscle,,84860512,41678741,0.018,11205,0.9642
GSM6998540,GSE223903,freshly_isolated_stem_cell,36800432,2/3/23,Skeletal Muscle,,87716544,42910895,0.014,9652,0.9611
GSM7042604,GSE210817,neuron,38062010,10/31/23,Cortex,,20073068,8892956,0.168,25766,0.9109
GSM7042605,GSE210817,neuron,38062010,10/31/23,Cortex,,25595818,11811526,0.076,18267,0.9349
GSM7042606,GSE210817,neuron,38062010,10/31/23,Cortex,,19240170,11251800,0.205,31151,0.897
GSM7054961,GSE225794,neural_progenitor,37494934,7/25/23,Neural Progenitor,,67743814,46111668,0.52,101391,0.8504
GSM7054963,GSE225794,OPC,37494934,7/25/23,Oligodendrocyte Progenitor Cell,,73333098,37076202,0.429,80983,0.8563
GSM7054965,GSE225794,OPC,37494934,7/25/23,Oligodendrocyte Progenitor Cell,,50592424,32872350,0.506,82865,0.8721
GSM7054966,GSE225794,OPC,37494934,7/25/23,Oligodendrocyte Progenitor Cell,,34957412,8649959,0.392,48373,0.9189
GSM7100820,GSE227463,neuron,38377005,1/29/24,Cortex,,19532312,10851981,0.19,30303,0.8388
GSM7100821,GSE227463,neuron,38377005,1/29/24,Cortex,,43321122,31442872,0.246,61673,0.87
GSM7102075,GSE227519,uterus,37489832,8/8/24,Uterus,,77298716,33618899,0.49,106252,0.6149
GSM7102076,GSE227519,uterus,37489832,8/8/24,Uterus,,126974463,52682551,0.394,71452,0.6305
GSM7116277,GSE208145,E14,37552993,6/26/23,Embryonic Stem Cell,,65249172,25791415,0.24,56705,0.9149
GSM7116278,GSE208145,E14,37552993,6/26/23,Embryonic Stem Cell,,103702798,28581338,0.33,65986,0.9055
GSM7116279,GSE208145,E14,37552993,6/26/23,Embryonic Stem Cell,,80171424,31739812,0.297,74056,0.9022
GSM7116280,GSE208145,E14,37552993,6/26/23,Embryonic Stem Cell,,90918512,33998681,0.427,87919,0.8886
GSM7116281,GSE208145,E14,37552993,6/26/23,Embryonic Stem Cell,,87199746,31539635,0.287,65341,0.9074
GSM7116282,GSE208145,E14,37552993,6/26/23,Embryonic Stem Cell,,88268672,28432852,0.347,68174,0.9057
GSM7116283,GSE208145,E14,37552993,6/26/23,Embryonic Stem Cell,,83680398,27701787,0.127,41448,0.9576
GSM7116284,GSE208145,E14,37552993,6/26/23,Embryonic Stem Cell,,51712524,20860360,0.155,42291,0.9555
GSM7116285,GSE208145,E14,37552993,6/26/23,Embryonic Stem Cell,,63631880,24715638,0.186,44875,0.9538
GSM7116286,GSE208145,E14,37552993,6/26/23,Embryonic Stem Cell,,92347974,33616632,0.133,42216,0.9562
GSM7122533,GSE228480,intestinal_epithelium,,12/18/23,Small Intestine,,27175200,19743848,0.251,38636,0.9056
GSM7122534,GSE228480,intestinal_epithelium,,12/18/23,Small Intestine,,26432096,19394608,0.254,37944,0.9195
GSM7134806,GSE228672,NSC,37749075,4/4/23,Neural Stem Cell,,55703933,25995628,0.064,52699,0.5502
GSM7134807,GSE228672,NSC,37749075,4/4/23,Neural Stem Cell,,47309348,22173057,0.166,76895,0.5852
GSM7134808,GSE228672,NSC,37749075,4/4/23,Neural Stem Cell,,66267312,32147236,0.075,72687,0.4927
GSM7134809,GSE228672,NSC,37749075,4/4/23,Neural Stem Cell,,60558118,33956152,0.095,58962,0.7303
GSM7134810,GSE228672,NSC,37749075,4/4/23,Neural Stem Cell,,65968974,36500053,0.127,88055,0.5725
GSM7134811,GSE228672,NSC,37749075,4/4/23,Neural Stem Cell,,60537026,34981895,0.083,64545,0.6107
GSM7134812,GSE228672,NSC,37749075,4/4/23,Neural Stem Cell,,67142164,42646886,0.095,58675,0.7283
GSM7134813,GSE228672,NSC,37749075,4/4/23,Neural Stem Cell,,53929122,28174141,0.109,56741,0.7114
GSM7152471,GSE229101,G1E-ER4,38951027,4/10/23,Erythroid,,44223605,23417236,0.292,56278,0.8998
GSM7152472,GSE229101,G1E-ER4,38951027,4/10/23,Erythroid,,48073478,21474470,0.334,58746,0.8975
GSM7152473,GSE229101,G1E,38951027,4/10/23,Erythroid,,34818460,22502164,0.104,35270,0.9388
GSM7213944,GSE230330,CD4_T_cell,36865315;37932264,6/14/23,Thymus,,15112242,8509917,0.126,26693,0.9335
GSM7213946,GSE230330,regulatory_T_cell,36865315;37932264,6/14/23,Thymus,,17879430,11425716,0.087,26128,0.9458
GSM7221821,GSE184272,mESC,37264934,6/2/23,Embryonic Stem Cell,,63925560,30887390,0.269,55563,0.8644
GSM7221822,GSE184272,mESC,37264934,6/2/23,Embryonic Stem Cell,,74649320,36328551,0.275,60154,0.8542
GSM7221823,GSE184272,mESC,37264934,6/2/23,Embryonic Stem Cell,,69641154,32163660,0.276,58661,0.8666
GSM7221824,GSE184272,mESC,37264934,6/2/23,Embryonic Stem Cell,,62157620,30525777,0.27,58819,0.8725
GSM7225018,GSE230482,E14,39173638,8/21/24,Embryonic Stem Cell,,36281572,18719412,0.008,8671,0.9692
GSM7225019,GSE230482,E14,39173638,8/21/24,Embryonic Stem Cell,,45548476,14969018,0.048,29072,0.9513
GSM7225020,GSE230482,E14,39173638,8/21/24,Embryonic Stem Cell,,33026640,17591181,0.011,11245,0.9669
GSM7225021,GSE230482,E14,39173638,8/21/24,Embryonic Stem Cell,,31615291,10195710,0.034,19488,0.9646
GSM7225040,GSE230482,E14,39173638,8/21/24,Embryonic Stem Cell,,45963901,5345973,0.116,24443,0.9499
GSM7225041,GSE230482,E14,39173638,8/21/24,Embryonic Stem Cell,,33138412,13471479,0.017,10382,0.9706
GSM7225044,GSE230482,E14,39173638,8/21/24,Embryonic Stem Cell,,42965198,4821556,0.115,21864,0.9562
GSM722631,GSE29218,cortex,22763441,7/1/12,Cortex,,42900516,10351362,0.249,45047,0.8724
GSM722636,GSE29218,bone_marrow,22763441,7/1/12,Bone Marrow,,56248480,28569788,0.095,48054,0.64
GSM722663,GSE29218,cerebellum,22763441,7/1/12,Cerebellum,,57796523,25794288,0.129,44072,0.7645
GSM722692,GSE29218,heart,22763441,7/1/12,Heart,,33128001,13709089,0.23,45396,0.851
GSM722698,GSE29218,kidney,22763441,7/1/12,Kidney,,38163846,16467774,0.317,66005,0.762
